name,bus_stop_no,latitude,longitude
expo stn exit bCG1/DT35,96301,1.33450022545792,103.961743825849
opp eightrium,96411,1.33775751991708,103.963794118079
opp sutd,96441,1.33954269920728,103.962906520409
opp blk 222,96299,1.34126498351388,103.957165260476
modena condo/opp blk 228,96179,1.34266138109165,103.955307166014
blk 106,96151,1.34232997550891,103.951210280668
blk 120/opp simei stnEW3,96141,1.34470972127942,103.953243496575
blk 130,96131,1.34639164064873,103.955260444558
blk 938,76061,1.42006663484074,103.835283676505
our tampines hub,76051,1.4192698143365,103.84849236836
blk 467,78081,1.37368803498555,103.95635599306
blk 446,78071,1.37031163153679,103.95718010435
blk 442,78069,1.36871547936832,103.958094142509
blk 191,78031,1.36634893847163,103.958673122586
bef blk 187,78181,1.36476141966525,103.959058023174
aft blk 182,78191,1.36488943035282,103.961769068834
blk 269a,98099,1.36457166700672,103.963283610918
opp tampines stn/intEW2/DT32,76149,1.35370728520406,103.946367105673
opp century sq,76139,1.35162691829841,103.943850092795
opp blk 16,83119,1.32306974686578,103.905607628343
opp eunos stnEW7,83109,1.32135678883588,103.905372216433
opp lor 39 geylang,81069,1.31471307301569,103.890843332115
aft lor 34 geylang,81049,1.31408638492732,103.887311117514
aft lor 28 geylang,81029,1.31359869606087,103.884975314032
bef lor 18 geylang,80089,1.31274483593186,103.880805167252
opp mohd salleh mque,80069,1.3121470329516,103.877150163036
kallang stn/opp blk 2cEW10,80101,1.31251933493926,103.871538308051
opp kallang pl,60051,1.3141464004267,103.865714680338
hoa nam bldg,07329,1.31284472576621,103.859890882749
bef tai hoe hotel,07231,1.30964820668363,103.857353913815
aft farrer pk stn exit gNE8,07211,1.31313747735329,103.856356143972
sri vadapathira k tp,07221,1.3149672736087,103.857818101244
s'pore khalsa assn,50249,1.31716865964992,103.856993218768
s'pore indian assn,50239,1.31827286645997,103.855216379332
opp natl skin ctr,50129,1.31898808807511,103.849290285036
st. joseph instn jnr,50119,1.31829503182778,103.845818503728
opp novena chNS20,50031,1.32127307285977,103.841771723534
novena lodge,50041,1.32362333318098,103.841615456567
bef jln dusun,50161,1.32665700626056,103.843660097087
zhongshan mall,50171,1.32663388874597,103.846410000085
bef balestier plaza,50191,1.32604500003017,103.849023888887
shaw plaza,50201,1.32490472200724,103.850965555935
opp balestier pt,50211,1.32306968689463,103.852567051421
blk 82,50991,1.35709630624257,103.965501900375
blk 29,52129,1.35000529667902,103.953938205937
blk 19,52049,1.36202172926791,103.956772635992
opp blk 65,52119,1.32789100437018,103.858029098283
st. michael's ter,52499,1.32603759751274,103.855372112599
blk 114,52451,1.35620782102782,103.939593965028
opp nkf,52099,1.32652328473369,103.85488905082
bef kim keat lane,50159,1.32456066077141,103.853266239228
novena stnNS20,50038,1.32017398602858,103.842986527852
ang mo kio intNS16,54009,1.36968769913365,103.848567162001
blk 422,54339,1.36784470060382,103.850579665829
blk 420,54329,1.39710329279537,103.895714685197
opp christ the king ch,54319,1.39477804090906,103.902437752105
aft ang mo kio ave 10,54101,1.35732097794168,103.854657617177
golden hill est,66091,1.35454666684542,103.861451667021
cardiff residence,66031,1.35465640659227,103.865723646003
blk 230,66041,1.35572303069682,103.869721944818
opp blk 257,66051,1.35585499439055,103.871961908641
blk 206,66379,1.35339155869063,103.872858016364
s'goon stn exit c/blk 201NE12/CC13,66359,1.35080698534165,103.873286049396
opp blk 1,62141,1.35149112398574,103.875151947138
blk 161,62059,1.35170138883051,103.878595832843
aft paya lebar cres,62049,1.34858823558956,103.880404373587
raya gdn,62039,1.34676805069009,103.880911959586
paya lebar gdns,62029,1.34411328080497,103.882734731821
aft rochdale rd,62019,1.34215709944108,103.884052760824
opp paya lebar st,70309,1.33965000008694,103.886397000104
opp asiawide ind bldg,70299,1.3374750000159,103.887583055503
aft tai seng stn exit cCC11,70289,1.33506399995674,103.888693000044
opp trinity paya lebar,70279,1.33155751923253,103.88951499041
citipoint ind cplx,70269,1.32824611099013,103.890143888926
blk 3019,71161,1.32732994312258,103.892091475246
blk 3021,71151,1.32814305152187,103.894449410362
blk 3023,71141,1.32917333285755,103.897068056026
ubi stn exit bDT27,71121,1.33008125272079,103.899414055801
automobile megamart,71131,1.33127510686826,103.901403789165
blk 3a,82221,1.40240161394664,103.894934988835
eunos intEW7,82009,1.31933717150571,103.901808341259
bet blks 705/706,84459,1.3364632573256,103.918322725106
bedok nth stn exit bDT29,84539,1.33503421850502,103.918517515332
kallang basin swim cplx,60069,1.32335935202125,103.872567415293
bef bendemeer rd,60079,1.32685601717888,103.869509696952
aft allenby rd,07319,1.31038833292988,103.858706666902
opp veerasamy rd,07419,1.30653024107222,103.856163024795
jln besar stn exit aDT22,07529,1.3045362805528,103.854788655981
rochor stnDT13,07531,1.30365644363277,103.852573232613
tekka ctr,07031,1.30572083284755,103.851205832896
broadway hotel,07111,1.3087936645226,103.853175199339
kwong wai shiu hosp,60101,1.31783421327648,103.860040424832
boon keng stn/blk 102NE9,60121,1.33954108139946,103.738326111791
opp bendemeer pr sch,60141,1.32218661274686,103.744081615979
st. michael's pl,60161,1.32477289711844,103.865567307969
kolam ayer ind est,60071,1.3271992478276,103.87028217326
biotronik,60061,1.32276521068858,103.87402134416
bedok nth stn exit aDT29,84451,1.33564291841664,103.918048559962
opp hometeamns,72171,1.34247656904675,103.918481240946
opp tropica condo,75251,1.453608954893,103.820883631768
opp temasek poly west g,75241,1.34844802996214,103.92980219644
opp temasek poly,75231,1.34704924094128,103.932755277031
opp temasek poly east g,75221,1.34574256386522,103.935909998176
tampines west stn exit bDT31,75051,1.45391372464483,103.820295977961
s'goon stadium,63149,1.3548997218507,103.874525555922
macpherson stn exit bCC10/DT26,70259,1.32498730068702,103.890804287463
paya lebar green,81101,1.32111522416677,103.89152220077
paya lebar stn exit bEW8/CC9,81111,1.3186023856526,103.892116897974
casa sarina,83011,1.31971491091949,103.907254045055
opp hong san si tp,83031,1.32027026923552,103.910000324093
kembangan stnEW6,83062,1.32096859157437,103.913327789339
opp perpetual succour ch,83081,1.32138694238895,103.917366158045
chai chee ind pk,84011,1.32257749639565,103.922333581798
blk 32,84021,1.32332133830368,103.925130047209
aft bedok rd,85101,1.32931499753307,103.950717058876
bef simei ave,96011,1.33167675246,103.953529985026
opp expo halls 1/2/3,96021,1.3339780561023,103.956637221954
opp expo halls 4/5/6CG1/DT35,96031,1.33590499996581,103.958370000018
bef simei rd,95901,1.33857587129282,103.960207090943
airport police stn,95151,1.34208878631608,103.981806533833
aft aircraft flyover,95011,1.34719486317129,103.984060555653
changi airport ter 3CG2,95109,1.35650049522303,103.986352337692
changi airport ter 1,95029,1.36142783687952,103.990779520569
changi airport ter 2CG2,95129,1.35509298857152,103.989219540739
aft changi airport ter 2,95019,1.34794299889548,103.984883396495
changi airport ter 4,95209,1.33899412275096,103.982064087041
near sats flight kitchen,95159,1.34191465275691,103.982250518051
aft somapah rd,95909,1.33849391542642,103.96049907144
expo halls 4/5/6CG1/DT35,96039,1.33560833305069,103.958434166965
expo halls 1/2/3,96029,1.33371794730661,103.956797989712
aft simei ave,96019,1.33138833299831,103.953703610844
bef bedok rd,85109,1.32945523179789,103.951348644225
paya lebar stn exit dEW8/CC9,81129,1.31631147367123,103.892172687424
paya lebar stn exit cEW8/CC9,81119,1.3185672458868,103.891694955027
opp paya lebar green,81109,1.32091371660377,103.891171834013
macpherson stn exit cCC10/DT26,70251,1.3249715848201,103.890370745827
aft tai seng stnCC11,70281,1.33530627783712,103.88799999997
asiawide ind bldg,70291,1.33743500003728,103.887136111195
aft paya lebar st,70301,1.33965760013398,103.885759153181
aft bartley rd,62011,1.34213500006313,103.883451000016
wisma aupe,62021,1.34368897440791,103.882507487255
bef how sun rd,62031,1.34521001051646,103.881710142795
opp bethany presby ch,62041,1.34838292328553,103.880184888846
aft jln chermat,62051,1.35170429562061,103.877754968625
blk 209,63141,1.35404612188558,103.87491322637
blk 257a,66059,1.35553141745166,103.872122997397
blk 233,66049,1.35535475286424,103.868964935227
blk 307,66039,1.35475138500557,103.866688547453
opp golden hill est,66099,1.35427474701326,103.861421993877
bef ang mo kio ave 10,54109,1.35708169198061,103.854338902387
blk 332,54311,1.38215509990243,103.902852237154
blk 354,54321,1.38424155856171,103.899542187144
blk 346,54331,1.39316162628404,103.888370952522
aft ang mo kio stn exit aNS16,54261,1.36945454737272,103.850814031364
blk 586,54271,1.36996326787926,103.853566646628
blk 570,54281,1.3694902568861,103.856012778387
blk 564,54291,1.36918861419508,103.858861478248
blk 5022,54301,1.37019500537456,103.86284675056
daikin s'pore,66341,1.37114196139808,103.865253414788
blk 554,66331,1.37173176446823,103.870154347004
blk 516,66101,1.37094045477651,103.873258965998
blk 634,63311,1.36990463865177,103.877806471453
blk 627,63321,1.36913602302822,103.881322151203
blk 615,63331,1.36836866555527,103.884927034912
opp blk 709,63341,1.36751402871642,103.888829881268
blk 1,63249,1.36395805608021,103.892612777886
opp blk 248,63071,1.3597807264625,103.893324649388
opp blk 241,63081,1.35683078453642,103.892609499045
opp blk 106,63091,1.35385498093814,103.891470492264
opp blk 169,63101,1.35110728956139,103.890309842987
bef s'pore girls' hme,62231,1.34771728071011,103.890293131928
sbst hougang depot,62241,1.34512422625778,103.891113206829
aft kim chuan rd,71051,1.34151105869698,103.891892503783
bef airport rd,71061,1.33901443022138,103.895068541443
opp comfort driving ctr,71071,1.33638181555091,103.89785574753
eunos technolink,71081,1.3337585580391,103.900599850226
eco condo,84101,1.32298200471394,103.94421518481
blk 172,84661,1.31992811557262,103.944389088237
aft blk 156,84671,1.31759333308675,103.94509555604
opp blk 42,84549,1.32729210796783,103.925132786134
opp blks 50/51,84559,1.32833305083191,103.922871218066
opp blk 53,84569,1.32796974934095,103.920111158729
aft chai chee st,84579,1.32584772449881,103.919489612907
bef new upp changi rd,84589,1.32311277289167,103.919543718181
chubb s'pore,60021,1.33889493784685,103.73855509854
bef geylang bahru stnDT24,60031,1.3476665757372,103.73257867693
blk 68DT24,60229,1.34341583048324,103.744086035589
aft moonstone lane,60181,1.32714561804097,103.867385387359
hougang ctrl intNE14,64009,1.37060695394642,103.892668088815
blk 513,64397,1.37196406129665,103.889981584816
blk 522,64389,1.37313809339192,103.891568183953
punggol cc,64379,1.37468500850042,103.892663061159
bet blks 544/546,64579,1.37820828041359,103.892680603091
buangkok stn exit aNE15,67609,1.38393305299652,103.893039785301
blk 203b,67261,1.38414788402051,103.761661153167
blk 203,67209,1.38690839579152,103.896181018201
opp blk 223d,67199,1.38894870823162,103.896891651336
opp blk 241,67189,1.39059955869551,103.897426128428
blk 259c,67249,1.39376571520433,103.898504234528
compassvale stn exit bSE1,67259,1.39465386079905,103.900462389006
blk 298a,65061,1.39494412049929,103.901916582993
aft punggol rd,65199,1.39591721161197,103.905427367612
ikea tampines/aft tpe,75359,1.45093931289388,103.828070545183
bef tampines lk,75369,1.3707963040524,103.930565286043
aft tampines lk,75319,1.36759352807902,103.931092877398
bef tampines ave 9,75299,1.36239101739024,103.931066170396
opp blks 741/742,75289,1.36045667195497,103.933316746622
uob tampines ctr,76131,1.43407449545002,103.843573649375
tampines stn/intEW2/DT32,76141,1.42440112815839,103.847519953401
citylife@tampines,76541,1.36024131810318,103.940633664803
blk 721,75271,1.36024833433138,103.936014950295
blk 742a,75281,1.36022789267338,103.933638091019
aft tampines ave 9,75291,1.36149182201766,103.930767207185
bef tampines lk,75311,1.44607590012952,103.829826244984
bef tampines ind ave 5,75361,1.37064415458309,103.930302344372
tampines wafer fab pk,75351,1.37364163789152,103.93077504302
bef punggol rd,65191,1.39527356921637,103.905399999971
blk 190c,65069,1.3950438216915,103.902368248653
compassvale stn exit aSE1,67251,1.3944286220535,103.900312185331
blk 248a,67241,1.3929961218451,103.898441421805
blk 240,67181,1.39096789131671,103.897768282757
blk 223d,67191,1.38908889970721,103.897108812719
blk 206a,67201,1.38669709786763,103.896288922401
opp blk 203a,67269,1.38605407633825,103.895133642179
buangkok stn exit bNE15,67601,1.38334470703624,103.89326832724
blk 438,64571,1.37811157035915,103.892964942377
opp punggol cc,64371,1.37447444014351,103.892894273629
hougang stn exit cNE14,64381,1.37288245138157,103.89170384949
blk 831,64391,1.37145414922247,103.889765739394
blk 417,76399,1.3586225675868,103.94723336992
blk 491c,76279,1.36188560739293,103.955045800236
opp blk 489a,76269,1.36187820405837,103.957398186143
opp blk 487b,76259,1.35967015832456,103.958424463602
blk 331,76429,1.35369222055612,103.959589004615
blk 139,84219,1.32940888887195,103.934813055573
opp blk 220 cp,84199,1.32553283657859,103.935556384131
aft upp paya lebar rd,62061,1.34173536924423,103.881781582899
bartley stn exit aCC12,62071,1.34257739871641,103.880047963014
opp bartley chr ch,62081,1.34384211991441,103.877738722736
opp gambir ridge,62091,1.34366730301954,103.875190768847
bef upp s'goon rd,62101,1.34324887051864,103.873080548171
s'pore power trg inst,66089,1.34238715725272,103.869477510331
pub recreation club,66079,1.34326097179207,103.867439948026
bef braddell flyover,66069,1.34355023889559,103.862737209362
comfortdelgro corp ltd,52069,1.34314389982096,103.858566113993
blk 219,52059,1.34307842331301,103.856378143494
blk 1,52361,1.36441776002022,103.935558340158
blk 56,52279,1.33702420541459,103.849929571061
opp chung hwa free clinic,52259,1.33278746553831,103.851656913799
aft jln batalong,98081,1.36189974501041,103.964530901309
bef jln mariam,97101,1.36321195510114,103.967398064719
opp changi chapel museum,97201,1.36265900772111,103.973702788199
changi baptist ch,97061,1.36590356057696,103.975349664553
aft st. john's cres,97071,1.36855806177952,103.977864173517
selarang pk drug reh.,97081,1.37137551316934,103.979867703591
bef selarang way,97091,1.37304817069265,103.97614190849
aft old pier rd,99071,1.3876833330121,103.978327222075
aft cranwell rd,99081,1.38939876912067,103.978626612824
bef turnhouse rd,99091,1.39096634286628,103.979769299887
govt chalets,99101,1.39138333298334,103.981700833078
changi golf club,99111,1.39175111095631,103.984157499885
changi village ter,99009,1.38969812182144,103.987625536019
village hotel changi,99129,1.39000501227369,103.986754612839
opp changi golf club,99119,1.3915497464115,103.98437037478
opp govt chalets,99109,1.39120638899621,103.981819999862
aft turnhouse rd,99099,1.39085926684392,103.979927786461
bef cranwell rd,99089,1.38909485892035,103.978492201925
opp old pier rd,99079,1.38759303699414,103.979147147054
aft loyang ave,97099,1.37318166697602,103.976438610859
opp selarang pk drug reh.,97089,1.37082132917645,103.98008108124
opp st. john's cres,97079,1.36810642047027,103.977583827938
lloyd leas work rel camp,97069,1.36515665968822,103.975287436809
changi chapel museum,97209,1.36229421261408,103.973316399706
aft toh cl,97119,1.36337227336023,103.969963789082
aft jln mariam,97109,1.36281875946678,103.967026233826
bef jln batalong,98089,1.36161261221241,103.963966858586
blk 460,76311,1.43378416383121,103.827489711438
blk 464,76341,1.35976305111156,103.955350064545
blk 484,76351,1.41893271775295,103.849254615958
blk 430,76361,1.3600252499288,103.95032266078
blk 418,76391,1.35844376744347,103.947541135967
cdac bldg,82099,1.31299461542651,103.894271848246
aft ipoh lane,82089,1.31086356037161,103.894304037119
mountbatten stn exit bCC7,80279,1.30514903424638,103.883420007143
bef wilkinson rd,91099,1.30320972763617,103.884719202342
opp katong pk stnTE24,91089,1.29913832551189,103.885530213576
opp varsity pk,17011,1.29386900816414,103.766881872538
waseda s snr high sch,17021,1.29673702620298,103.766912017879
west bay resort condo,17381,1.29907638906885,103.766864444026
kent ridge sec sch,17031,1.3017230581404,103.76567633929
blk 726 clementi west mkt,17041,1.30421015699325,103.764559539395
blk 701,17061,1.30775834752792,103.761805057616
blk 513,17071,1.30891781898887,103.760444333998
opp blk 501,20291,1.31095062252338,103.757714307909
opp the japanese sec sch,20281,1.31234219531778,103.75484214394
s'pore food ind bldg,20131,1.31559361631104,103.751851151634
opp blk 408,20141,1.31771999736948,103.748771052736
opp blk 411,20151,1.31829668673618,103.746310472584
bef teban gdns rd,20251,1.31975500989881,103.744471020763
bef blk 39,20201,1.32136037795163,103.743846851631
blk 41,20211,1.32177193908328,103.741840002351
bef hasanah mque,20231,1.32234407280091,103.739443959498
opp blk 51,20121,1.32023972206924,103.737079999837
opp blk 54,20241,1.32116277520614,103.736383629864
aft jurong lake,21011,1.32534328752371,103.728668498775
bef jurong port rd,21021,1.32419322163409,103.723790088972
opp corp pl,21171,1.32581638901236,103.719066110914
blk 151,21551,1.32666104318685,103.720986209963
blk 158,21561,1.32889315229984,103.72274321234
opp jurong sec sch,21571,1.33056719456506,103.723070055794
blk 65,21581,1.33243350969496,103.723286390297
opp blk 117,21591,1.33476103646023,103.722428083479
blk 357,21601,1.33727029608842,103.721097705679
blk 367,21611,1.3383643421372,103.719319588619
opp lakepoint condo,21211,1.34004972206401,103.716068332985
opp blk 200,21681,1.3422873225225,103.714662986853
opp summerdale,21691,1.34107859818565,103.711388111118
boon lay intEW27,22009,1.33932334709211,103.705457018433
ite coll east adm blk,96119,1.3337314530849,103.953748831286
opp eastern lagoon ii,93131,1.31277833337023,103.934158260274
lagoon viewTE28,93049,1.31073016728938,103.932985778245
siglap stn/laguna parkTE28,93039,1.30958474839427,103.929541542105
victoria schTE28,93201,1.3092000374192,103.927812692115
marine terr stn exit 1TE27,92079,1.30684575801281,103.915747002472
marine pde stn/pkway pdeTE26,92049,1.30299901585813,103.905956112466
amber gdns,92241,1.30178441800873,103.900952546962
blk 7,60191,1.31718305596878,103.861957221914
aft frankel terr,83209,1.31870305591995,103.914595833078
aft frankel dr,83199,1.31733638905731,103.916282778015
bef bethesda frankel ch,83189,1.31683972191229,103.91749277809
aft siglap dr,83179,1.31460443311145,103.919224666044
bef frankel pl,93109,1.31278666692248,103.919986388946
aft city hall stn exit bNS25/EW13,04168,1.2920822148308,103.851259946803
opp high st ctr,04251,1.28973833290748,103.848884721912
clarke quay,04211,1.29043611099385,103.847124444049
bef fort canning stnDT20,04331,1.29211517391175,103.844766065931
ue sq/bef mohd sultan rd,13109,1.2935094438483,103.842724167095
bef kim yam rd,13099,1.29578024230738,103.839612720812
opp st. thomas wk,13089,1.29575111089989,103.836041111034
great world stn exit 4,13079,1.29612213286012,103.832292111341
bef ar-rabitah mque,10181,1.28850399427356,103.821097417199
blk 78,10191,1.28860026026966,103.81903121724
opp redhill stnEW18,10201,1.28903874030239,103.817080644485
opp grace ably of god ch,10321,1.29428332949718,103.815878398896
aft tanglin rd,10479,1.29668099988894,103.81547381026
bef margaret dr,10469,1.29668400010173,103.812169189632
queenstown pr sch,11499,1.29685053597292,103.807886633413
blk 30,11489,1.29882037280721,103.804390462626
queensway sec sch,11469,1.30113503399292,103.801885843269
c'wealth stn exit a/dEW20,11161,1.30213305605134,103.798390832954
opp blk 7b,11171,1.30535666699329,103.79479722197
buona vista cc,11389,1.30906501000609,103.792932168781
buona vista ter,11379,1.30917002464006,103.792363231354
aft changi rd,83149,1.31745755012149,103.908754863144
opp parkway east hosp,83159,1.31480354071056,103.909477670288
bef still rd,83169,1.314281213582,103.906870338089
aft rambutan rd,82179,1.31383213832879,103.904532118842
aft tembeling rd,82159,1.31327026591992,103.900495726387
bef koon seng rd,82149,1.3110137248376,103.901363611074
lavender stn exit a/icaEW11,01319,1.30757426732759,103.863255961235
blk 461,01219,1.30526598535747,103.86072019901
bef jln pisang,01129,1.30350269180488,103.858645307049
bugis stn exit bEW12/DT14,01059,1.30075679512967,103.856110404508
aft bugis stn exit cEW12/DT14,01119,1.29960410938066,103.855129340864
bras basah cplx,01019,1.29698951177674,103.853022011725
aft chijmes,04159,1.29489484941287,103.85108138664
grand pk city hall,04149,1.29276132406824,103.849837413307
high st ctr,04229,1.29044830817067,103.848751235521
opp clarke quay stnNE5,04239,1.2888271791594,103.847493811797
hong lim pkNE5,05059,1.28676420111678,103.845750364471
chinatown stn exit eNE4/DT19,05049,1.28531114754938,103.844550706968
new bridge ctr,05039,1.28293819116175,103.842542767614
aft duxton plain pkTE17,05019,1.2811838887867,103.841049999869
outram pk stn exit 7EW16/NE3,06011,1.28061779605839,103.839063231262
sis bldg,10281,1.29153833298345,103.814451666978
opp dawson pl,10291,1.29215855280728,103.810658660545
lea hin hardware fty,11539,1.29117049542292,103.807861804987
bef ikea ind bldg,11529,1.28903120634073,103.806090930529
opp fairfield meth pr sch,18119,1.30004638896939,103.7846675
acs independent,19089,1.30370305592378,103.781843889069
dover ct intl sch,19079,1.30610305586883,103.780129722059
opp ayer rajah telecoms,19069,1.30778758326447,103.776711704669
utown - rc4,19059,1.30894499994715,103.772722500074
utown - cendana,17099,1.30783047054962,103.771652744524
coll of design & engrg,16159,1.30060333392522,103.770170326799
sde3,16149,1.2978183339583,103.7699402701
opp kent ridge ter,16131,1.29487639081745,103.769352010173
tentera diraja mque,16141,1.29786833512454,103.769595236574
the japanese pr sch,16151,1.30076138899721,103.769935556092
new town sec sch,19051,1.30898110028224,103.773992337205
ayer rajah telecoms,19061,1.3075244266655,103.777821224697
opp acs independent,19071,1.30532870065292,103.781011671999
opp acs boarding sch,19081,1.30256972189065,103.782824721994
fairfield meth pr sch,18111,1.30059305599378,103.784484166921
ayer rajah ind est,18129,1.29776225379012,103.785707676312
blk 55/opp 5 sci pk dr,18109,1.29403436570618,103.786725997823
opp science pk,18049,1.29034998901031,103.791893663425
alexandra hosp,11511,1.28594687355416,103.802518844692
anchorpoint,11521,1.28857101019804,103.805430030404
opp lea hin hardware fty,11531,1.29108833302568,103.80753083296
aft dawson pl,10299,1.29233498466306,103.811464867745
opp cycle & carriage,10287,1.29191389016598,103.813404998755
redhill stnEW18,10209,1.27728367741324,103.806916176715
delta swim cplx,10199,1.28875723323832,103.819366186622
blk 104a cp,10189,1.28858805209147,103.82183192872
tiong bahru pk,10179,1.28722333289278,103.823958333014
tiong bahru stn/plazaEW17,10169,1.28599961399451,103.827481239242
blk 1,10149,1.28606797456897,103.832833843179
s'pore expo,96229,1.33122615839819,103.957995315829
ceva freight,96239,1.33007025409233,103.961939224958
builders ctr,96249,1.32823969873424,103.966531563153
tanah merah ferry ter,96219,1.3148461437426,103.988900236391
opp changi lodge 2,96421,1.31362349029939,103.996548810275
opp changi naval base,96431,1.31828515950182,104.015320801941
bef aviation pk rd,96461,1.352499276815,104.029972308157
bef changi coast rd,96471,1.36733944796052,104.0097584302
bef changi ferry rd,95161,1.37251699989151,104.0045564052
prologis,95171,1.3746279516588,104.002073405081
menlo worldwide,95181,1.37700618966479,104.001898405071
opp db schenker,95191,1.38009118982204,104.000926405208
expeditors,95189,1.3787447073175,104.001472478219
dhl,95179,1.37635787253518,104.002216405156
aft changi ferry rd,95169,1.37262300000038,104.004666405085
aft changi coast rd,96479,1.36748669517693,104.010269712811
changi naval base,96439,1.3182494675842,104.015596819425
changi lodge 2,96429,1.31373003407864,103.995379315459
laguna natl country club,96241,1.32746975979283,103.967027446377
opp global logistics ctr,96271,1.32913596790046,103.96366258799
db schenker,96231,1.3300314164691,103.960868831909
opp s'pore expo,96221,1.33090140156165,103.957963978705
aft changi nth st 2,97151,1.34957475266959,103.967056886889
edwards lifesciences,97161,1.34716828627377,103.967593954383
opp sats catering,97171,1.34566460191724,103.969938037731
seamap,97181,1.34784936635368,103.97214908695
sats maintenance ctr 2,97189,1.34674882360761,103.971467670733
sats catering,97179,1.34529387218013,103.969813585275
opp edwards lifesciences,97169,1.34695022673694,103.967537241472
bef vicom,97159,1.35028972551963,103.96769101125
aft vicom,97149,1.35180572382315,103.967955960885
blk 71,84071,1.32067138383722,103.942600075642
opp blk 40,84081,1.3204380812169,103.940220389101
opp lion hme for elders,84141,1.32021707838483,103.938169488722
opp blk 17,84111,1.31958802627884,103.935741971711
aft bedok sth ave 1,84121,1.31848306586225,103.931563202892
opp panasonic,84131,1.32141333174418,103.927573120767
tampines concourse int,75019,1.35737133092514,103.941648804213
blk 156,98091,1.36432808759897,103.963126619871
opp white sands pr sch,78199,1.36425182492764,103.96137644265
opp blk 187,78189,1.3645971349978,103.959014806877
blk 104,78039,1.36712049203716,103.959037584776
blk 104,78061,1.36824361158609,103.958481175617
blk 115,77051,1.36908504453939,103.955085279918
blk 541,77041,1.36944854641381,103.951304501069
opp pasir ris stn exit bEW1,77031,1.37226175340579,103.94847051916
opp blk 571,77021,1.37249524800176,103.94604036412
opp blk 515,77011,1.37376490005778,103.942665899948
opp blk 640,77241,1.37531331473849,103.940272636079
tampines meridian jc,77231,1.37670503142275,103.938440260787
blk 740,77281,1.37837166663393,103.936187292228
umc,77401,1.38109694188306,103.932503053123
blk 162b,65269,1.39671015423816,103.914672194653
bet blks 187/188,65279,1.39929726143832,103.911034045174
opp punggol sec/blk 195e,65289,1.40173746089115,103.907629816493
blk 298,65229,1.34326273087543,103.756531451656
punggol stn/intNE17/PTC,65259,1.40535313402688,103.901868375153
bef blk 264,65409,1.40624496849542,103.899574517703
aft soo teck stnPW7,65141,1.36391188273756,103.745662080837
twin waterfalls,65431,1.40238938090535,103.896735621582
aft seletar camp g,68119,1.40231306085348,103.871948717446
aft sle,55281,1.39813695680435,103.828813242362
bef sg seletar bridge,59011,1.40143867241899,103.827465025238
bef yishun ave 1,59021,1.40922833840485,103.829083304624
opp yishun sports hall,59031,1.41277747179021,103.830839586765
bef khatib stnNS14,59041,1.41625420115908,103.8325916128
blk 790,59051,1.41964225092148,103.834330056741
blk 767,58991,1.34064687995126,103.787087802716
yishun intNS13,59009,1.42831117404217,103.836146194677
blk 220c,65439,1.4017252912439,103.896318097094
bef soo teck stnPW7,65149,1.4044404657916,103.896924799319
opp blk 264a,65401,1.40653182145481,103.898711800153
punggol stn/waterway ptNE17/PTC,65251,1.40502618960803,103.902996189714
blk 303d,65221,1.34594361548117,103.750887946095
punggol sec/blk 601b,65281,1.40201165062353,103.90783309947
opp blk 188,65271,1.39995544073581,103.910642876033
blk 649,65261,1.3969515543263,103.914788442052
opp umc,77409,1.38142610845499,103.932338053762
blk 738,77289,1.37889759937337,103.935965341271
blk 643,77239,1.37741830764797,103.937932011243
blk 640,77249,1.37599439493635,103.93986111622
blk 612,78049,1.37453892425014,103.941829575807
blk 515,77019,1.37376076878695,103.943585752838
blk 571,77029,1.37275852282312,103.946099747271
pasir ris stn exit bEW1,77039,1.37241072988518,103.948659337278
flamingo valley,83249,1.31786650552088,103.921745945951
opp cheviot hill,83239,1.31695970086721,103.922461390796
aft elite pk ave,93119,1.31431984902849,103.922982212891
aft dunman rd,82081,1.3103728485194,103.894127945141
aft queen of peace ch,82091,1.31264667103652,103.894110505909
opp kh plaza,81231,1.31389305605224,103.881896110937
opp aljunied stnEW9,81081,1.31621665914298,103.881681568792
sims urban oasis,81091,1.31935333284016,103.881731111033
opp blk 125,70011,1.32317687668302,103.881160083157
aft jln anggerek,70151,1.32768374279594,103.880963344223
opp mattar stn exit aDT25,70161,1.32758635476414,103.883248064182
blk 77,70171,1.32833666690319,103.885471389028
blk 36,70181,1.32886177054745,103.886917233423
opp blk 66,70191,1.32722900937247,103.887936557864
opp macpherson stn exit dCC10/DT26,70201,1.32461138902997,103.888854166864
blk 90,70211,1.32362166702675,103.886961667057
blk 79 fc,70221,1.32620809233276,103.885121009887
opp mattar stn exit bDT25,70231,1.32617666705647,103.884013610885
aft grace baptist ch,70241,1.32525400004626,103.8819999999
blk 125,70019,1.3232299049959,103.881457256694
blk 102,81099,1.31982276648738,103.881946659919
aljunied stnEW9,81089,1.31628194295687,103.882022435584
tg katong cplx,82119,1.39920394199205,103.906740821201
tg katong girls' sch,82079,1.30801114584528,103.895196085028
bef katong po,92169,1.30378072793904,103.89677461604
opp one amber,92091,1.30270333289597,103.899313888938
katong shop ctr,92101,1.30370246216902,103.901291699436
opp roxy sq,92111,1.3047765792286,103.902933415689
opp the holy family ch,92121,1.30722207111102,103.90676515152
caltex stn,92131,1.30878111085932,103.910892221844
kiddiwinkie@east coast,92141,1.30939538252377,103.914287245828
